Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),Water Heater:WaterSystems:NaturalGas [J](Hourly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Water:Facility [m3](Monthly),EnergyTransfer:Facility [J](Monthly),ElectricityPurchased:Facility [J](Monthly),ElectricitySurplusSold:Facility [J](Monthly),ElectricityNet:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),PlantLoopHeatingDemand:Facility [J](Monthly),MainsWater:Facility [m3](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Source:Facility [J](Monthly),SO2:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),PM10:Facility [kg](Monthly),CO:Facility [kg](Monthly),CO2:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly)
 01/21  01:00:00,14924454.58454113,6633654.584526592,0.0,0.0,0.0,0.0,100345769.52291633,100273769.52291633,72000.0
 01/21  02:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,78135535.95337349,76504432.76139082,1631103.191982674
 01/21  03:00:00,14924454.58454113,6633654.584526592,0.0,0.0,0.0,0.0,100846118.61771232,100774118.61771232,72000.0
 01/21  04:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,78487329.72272691,76856231.32376537,1631098.3989615522
 01/21  05:00:00,14924454.58454113,6633654.584526592,0.0,0.0,0.0,0.0,102771377.41551799,101140258.2839429,1631119.1315750882
 01/21  06:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,78741753.11776431,77110599.23414923,1631153.8836150821
 01/21  07:00:00,16251185.501446452,7960385.50143191,0.0,0.0,0.0,0.0,85227884.0588913,85155884.0588913,72000.0
 01/21  08:00:00,9342185.50144645,7960385.50143191,0.0,0.0,0.0,0.0,136200822.8481675,134569700.97781095,1631121.8703565747
 01/21  09:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,134204964.96860328,132573778.25365971,1631186.7149435708
 01/21  10:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,133267732.52185698,131636490.94528548,1631241.576571498
 01/21  11:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,131119034.10128506,131047034.10128506,72000.0
 01/21  12:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,132219062.38348821,130587803.1271483,1631259.2563399142
 01/21  13:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,131858180.70403339,130227034.86529842,1631145.8387349693
 01/21  14:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,131558515.11675498,129927366.52820498,1631148.58855
 01/21  15:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,131326409.02646841,129695313.69742884,1631095.3290395613
 01/21  16:00:00,7960385.501446449,7960385.50143191,0.0,0.0,0.0,0.0,131126060.17553201,129494931.33166136,1631128.8438706554
 01/21  17:00:00,10723985.501446448,7960385.50143191,0.0,0.0,0.0,0.0,129380983.24790876,129308983.24790876,72000.0
 01/21  18:00:00,16251185.501446452,7960385.50143191,0.0,0.0,0.0,0.0,130794690.99320263,129163564.6445744,1631126.3486282043
 01/21  19:00:00,14659108.401160069,6368308.401145528,0.0,0.0,0.0,0.0,85389425.16076551,83758378.67319904,1631046.4875664546
 01/21  20:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,74800959.92025138,73169813.55795641,1631146.3622949715
 01/21  21:00:00,14924454.58454113,6633654.584526592,0.0,0.0,0.0,0.0,98249902.84094045,98177902.84094045,72000.0
 01/21  22:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,76859081.11383627,75227926.02123433,1631155.09260193
 01/21  23:00:00,14924454.58454113,6633654.584526592,0.0,0.0,0.0,0.0,101161057.59910657,99529940.52661037,1631117.0724961916
 01/21  24:00:00,13597723.667635815,5306923.667621274,0.0,0.0,0.0,0.0,76072900.85969236,76000900.85969236,72000.0,287119349.3470371,2590145551.990796,0.02914379999999997,3709783747.755386,287119349.3470371,0.0,287119349.3470371,65.3248267365529,4402620.591658998,0.02914379999999997,123.73569146946234,4864689368.343143,0.5381815809855888,0.30115954377289145,0.005050548421668265,0.0,0.0,0.014291628016791947,0.13739916235699143,233.05526493060333,0.21728113211721697,0.0,0.00968602606054229,0.0000019065721672389258,0.000008527876527434756,0.0,0.0
 07/21  01:00:00,56143697.766109936,4500174.238735017,3752337.434560378,0.0,19800193.046400003,19800193.046400003,72000.0,0.0,72000.0
 07/21  02:00:00,55270262.91331484,4058802.6596181123,3320274.160882177,0.0,19800193.046400003,19800193.046400003,1631058.1993561261,0.0,1631058.1993561261
 07/21  03:00:00,57189442.14991895,5073503.324522641,4224752.732581768,0.0,19800193.046400003,19800193.046400003,72000.0,0.0,72000.0
 07/21  04:00:00,55137811.862585895,4058802.6596181123,3187823.1101532355,0.0,19800193.046400003,19800193.046400003,1631022.0913650496,0.0,1631022.0913650496
 07/21  05:00:00,52839247.67968109,5073503.324522641,4019958.2623439133,0.0,19800193.046400003,19800193.046400003,1631101.480205431,0.0,1631101.480205431
 07/21  06:00:00,47168053.65283208,4058802.6596181123,3508864.9003994283,0.0,19800193.046400003,19800193.046400003,72000.0,0.0,72000.0
 07/21  07:00:00,62454131.32462079,7960385.50143191,14893359.730374336,0.0,19800193.046400003,19800193.046400003,1665424.8873801234,34316.21614835851,1631108.6712317648
 07/21  08:00:00,62229796.20902005,7960385.50143191,14669024.61477359,0.0,19800193.046400003,19800193.046400003,1674160.3485514645,42977.45483881908,1631182.8937126454
 07/21  09:00:00,63626699.10289462,7960385.50143191,16065927.508648157,0.0,19800193.046400003,19800193.046400003,1631284.4807425675,0.0,1631284.4807425675
 07/21  10:00:00,64539873.757703274,7960385.50143191,16979102.163456816,0.0,19800193.046400003,19800193.046400003,1631286.5224191332,0.0,1631286.5224191332
 07/21  11:00:00,65290777.421276025,7960385.50143191,17730005.82702957,0.0,19800193.046400003,19800193.046400003,1631283.347005537,0.0,1631283.347005537
 07/21  12:00:00,66057983.02047926,7960385.50143191,18497211.426232804,0.0,19800193.046400003,19800193.046400003,1631339.8209243435,0.0,1631339.8209243435
 07/21  13:00:00,66725175.61464295,7960385.50143191,19164404.02039649,0.0,19800193.046400003,19800193.046400003,1631304.9846371985,0.0,1631304.9846371985
 07/21  14:00:00,67390396.76853725,7960385.50143191,19829625.174290787,0.0,19800193.046400003,19800193.046400003,1631203.8341968094,0.0,1631203.8341968094
 07/21  15:00:00,67988609.95954111,7960385.50143191,20427838.36529466,0.0,19800193.046400003,19800193.046400003,1631265.8517796437,0.0,1631265.8517796437
 07/21  16:00:00,68079354.5201135,7960385.50143191,20518582.925867036,0.0,19800193.046400003,19800193.046400003,1631271.395543073,0.0,1631271.395543073
 07/21  17:00:00,67594572.6441761,7960385.50143191,20033801.049929634,0.0,19800193.046400003,19800193.046400003,1631319.7885094578,0.0,1631319.7885094578
 07/21  18:00:00,66724508.612483785,7960385.50143191,19163737.01823732,0.0,19800193.046400003,19800193.046400003,1631214.3177169522,0.0,1631214.3177169522
 07/21  19:00:00,64901191.662655264,7960385.50143191,17340420.068408813,0.0,19800193.046400003,19800193.046400003,72000.0,0.0,72000.0
 07/21  20:00:00,69811115.55153984,7960385.50143191,15341343.957293384,0.0,19800193.046400003,19800193.046400003,1631160.9437629269,0.0,1631160.9437629269
 07/21  21:00:00,70299391.87105796,7960385.50143191,14447820.276811507,0.0,19800193.046400003,19800193.046400003,1631125.5564797788,0.0,1631125.5564797788
 07/21  22:00:00,69608880.6090324,7960385.50143191,13757309.014785962,0.0,19800193.046400003,19800193.046400003,72000.0,0.0,72000.0
 07/21  23:00:00,52594311.20703125,2796157.834040562,1906967.280176147,0.0,19800193.046400003,19800193.046400003,1631115.2007789228,0.0,1631115.2007789228
 07/21  24:00:00,56185574.009790055,4554690.980964158,3739696.936011358,0.0,19800193.046400003,19800193.046400003,1631098.5943853061,0.0,1631098.5943853061,1495850859.891038,31430041.645739846,0.06089579999999992,2155235738.409803,1495850859.8910382,0.0,1495850859.8910382,147.8156309388479,6230384.246208626,0.06089579999999992,644.645304834858,10642895903.82439,2.800241232967184,0.9322050459940476,0.012042006547349745,0.0,0.0,0.02612568030301337,0.17866197064474212,512.7697439945106,1.1177330783547286,0.0,0.01532475267098506,0.00000843859173354824,0.000041561431486643606,0.0,0.0
