callback_index,simulation_time,month,day,hour,minute,core_zn_temp,core_zn_co2,core_zn_pmv,core_zn_occ,occupancy_source,perimeter_zn_1_temp,perimeter_zn_2_temp,perimeter_zn_3_temp,perimeter_zn_4_temp,electricity_meter_joules,electricity_meter_kwh,facility_demand_kw,gas_meter_joules,gas_meter_kwh_eq,total_site_energy_kwh_eq,hvac_mode
218,Day 21/07 12:25,7,21,12,25,24.00,788.5,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
219,Day 21/07 12:35,7,21,12,35,24.00,788.9,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
220,Day 21/07 12:40,7,21,12,40,24.00,789.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
221,Day 21/07 12:50,7,21,12,50,24.00,789.5,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571305.10,0.4365,2.2698,COOLING
222,Day 21/07 13:00,7,21,13,0,24.00,789.8,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
223,Day 21/07 13:10,7,21,13,10,24.00,790.0,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
224,Day 21/07 13:20,7,21,13,20,24.00,790.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
225,Day 21/07 13:30,7,21,13,30,24.00,790.4,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
226,Day 21/07 13:40,7,21,13,40,24.00,790.6,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571203.97,0.4364,2.2698,COOLING
227,Day 21/07 13:50,7,21,13,50,24.00,790.8,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
228,Day 21/07 14:00,7,21,14,0,24.00,790.9,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
229,Day 21/07 14:10,7,21,14,10,24.00,791.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
230,Day 21/07 14:20,7,21,14,20,24.00,791.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
231,Day 21/07 14:30,7,21,14,30,24.00,791.3,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
232,Day 21/07 14:40,7,21,14,40,24.00,791.4,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
233,Day 21/07 14:55,7,21,14,55,24.00,791.5,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571265.95,0.4365,2.2698,COOLING
234,Day 21/07 15:05,7,21,15,5,24.00,791.6,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
235,Day 21/07 15:15,7,21,15,15,24.00,791.7,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
236,Day 21/07 15:25,7,21,15,25,24.00,791.8,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
237,Day 21/07 15:35,7,21,15,35,24.00,791.8,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
238,Day 21/07 15:45,7,21,15,45,24.00,791.9,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
239,Day 21/07 15:53,7,21,15,53,24.00,792.0,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571271.48,0.4365,2.2698,COOLING
240,Day 21/07 16:03,7,21,16,3,24.00,792.0,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
241,Day 21/07 16:13,7,21,16,13,24.00,792.0,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
242,Day 21/07 16:23,7,21,16,23,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
243,Day 21/07 16:33,7,21,16,33,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
244,Day 21/07 16:43,7,21,16,43,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
245,Day 21/07 16:53,7,21,16,53,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571319.89,0.4365,2.2698,COOLING
246,Day 21/07 17:03,7,21,17,3,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
247,Day 21/07 17:13,7,21,17,13,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
248,Day 21/07 17:23,7,21,17,23,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
249,Day 21/07 17:33,7,21,17,33,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
250,Day 21/07 17:43,7,21,17,43,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
251,Day 21/07 17:53,7,21,17,53,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
252,Day 21/07 18:03,7,21,18,3,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571214.40,0.4364,2.2698,COOLING
253,Day 21/07 18:13,7,21,18,13,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
254,Day 21/07 18:23,7,21,18,23,24.00,792.2,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
255,Day 21/07 18:33,7,21,18,33,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
256,Day 21/07 18:43,7,21,18,43,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
257,Day 21/07 18:53,7,21,18,53,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
258,Day 21/07 19:03,7,21,19,3,24.00,792.1,-0.29,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
259,Day 21/07 19:13,7,21,19,13,24.00,792.1,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
260,Day 21/07 19:23,7,21,19,23,24.00,792.1,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571161.02,0.4364,2.2698,COOLING
261,Day 21/07 19:33,7,21,19,33,24.00,792.0,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
262,Day 21/07 19:43,7,21,19,43,24.00,792.0,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
263,Day 21/07 19:53,7,21,19,53,24.00,792.0,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
264,Day 21/07 20:05,7,21,20,5,24.00,792.0,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
265,Day 21/07 20:15,7,21,20,15,24.00,792.0,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
266,Day 21/07 20:25,7,21,20,25,24.00,791.9,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
267,Day 21/07 20:35,7,21,20,35,24.00,791.9,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
268,Day 21/07 20:45,7,21,20,45,24.00,791.9,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,1571125.66,0.4364,2.2698,COOLING
269,Day 21/07 20:55,7,21,20,55,24.00,791.9,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
270,Day 21/07 21:05,7,21,21,5,24.00,791.8,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
271,Day 21/07 21:15,7,21,21,15,24.00,791.8,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
272,Day 21/07 21:20,7,21,21,20,24.00,791.8,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
273,Day 21/07 21:30,7,21,21,30,24.00,791.8,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
274,Day 21/07 21:40,7,21,21,40,24.00,791.7,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
275,Day 21/07 21:50,7,21,21,50,24.00,791.7,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
276,Day 21/07 22:00,7,21,22,0,24.00,791.7,-0.30,8.1,ENERGYPLUS,24.00,24.00,24.00,24.00,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
277,Day 21/07 22:12,7,21,22,12,25.20,771.4,-0.07,0.4,ENERGYPLUS,25.32,25.44,25.29,25.55,6600064.35,1.8334,7.33,1571115.26,0.4364,2.2698,COOLING
278,Day 21/07 22:23,7,21,22,23,26.28,752.1,0.18,0.4,ENERGYPLUS,26.41,26.56,26.37,26.73,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
279,Day 21/07 22:35,7,21,22,35,26.80,734.0,0.32,0.4,ENERGYPLUS,26.90,27.03,26.85,27.23,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
280,Day 21/07 22:45,7,21,22,45,27.02,716.8,0.39,0.4,ENERGYPLUS,27.10,27.23,27.06,26.76,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
281,Day 21/07 22:55,7,21,22,55,27.16,700.6,0.44,0.4,ENERGYPLUS,27.32,26.76,27.19,26.71,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
282,Day 21/07 23:05,7,21,23,5,27.37,686.4,0.51,0.4,ENERGYPLUS,26.74,26.71,26.74,26.70,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
283,Day 21/07 23:13,7,21,23,13,26.72,673.9,0.40,0.4,ENERGYPLUS,26.70,26.70,26.70,27.27,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
284,Day 21/07 23:23,7,21,23,23,26.70,662.3,0.40,0.4,ENERGYPLUS,27.12,27.20,26.70,26.72,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
285,Day 21/07 23:35,7,21,23,35,27.13,649.3,0.49,0.4,ENERGYPLUS,26.72,26.75,27.15,26.70,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
286,Day 21/07 23:45,7,21,23,45,26.73,639.5,0.43,0.4,ENERGYPLUS,26.70,26.71,26.73,26.70,6600064.35,1.8334,7.33,1571065.61,0.4364,2.2698,COOLING
287,Day 21/07 23:53,7,21,23,53,26.70,629.4,0.42,0.4,ENERGYPLUS,26.70,26.70,26.70,27.34,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
288,Day 21/07 00:03,7,21,0,3,26.70,619.9,0.42,0.4,ENERGYPLUS,27.16,27.24,26.70,26.73,6600064.35,1.8334,7.33,12000.00,0.0033,1.8367,COOLING
