Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
05:10:00,2.688147E-01,9.092966E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.852515E+03,9.471466E-02,7.362409E+02,2.445328E+03,3.545541E-01,9.772252E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.404326E+03,7.179985E-02,5.581182E+02,1.853717E+03,2.234213E-01,6.047202E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.330644E+02,4.400505E-02,3.508066E+02,1.129095E+03,3.401663E-01,9.497477E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.404326E+03,7.179985E-02,5.581182E+02,1.853717E+03,2.232021E-01,6.043016E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.330644E+02,5.024460E-02,4.379357E+02,1.253206E+03
05:20:00,2.688155E-01,9.092981E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.849120E+03,9.471466E-02,7.396354E+02,2.457268E+03,3.545546E-01,9.772262E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.401753E+03,7.179985E-02,5.606915E+02,1.862768E+03,2.234217E-01,6.047209E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.315379E+02,4.729369E-02,3.982554E+02,1.202271E+03,3.401669E-01,9.497487E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.401753E+03,7.179985E-02,5.606915E+02,1.862768E+03,2.232024E-01,6.043022E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.315379E+02,5.035902E-02,4.410601E+02,1.260719E+03
05:30:00,2.688163E-01,9.092995E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.845726E+03,9.471466E-02,7.430300E+02,2.469225E+03,3.545551E-01,9.772272E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.399180E+03,7.179985E-02,5.632649E+02,1.871832E+03,2.234220E-01,6.047215E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.300114E+02,5.264299E-02,4.744773E+02,1.315775E+03,3.401674E-01,9.497497E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.399180E+03,7.179985E-02,5.632649E+02,1.871832E+03,2.232028E-01,6.043028E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.300114E+02,5.071683E-02,4.475833E+02,1.273081E+03
05:40:00,2.688170E-01,9.093009E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.842331E+03,9.471466E-02,7.464246E+02,2.481200E+03,3.545556E-01,9.772282E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.396606E+03,7.179985E-02,5.658382E+02,1.880910E+03,2.234223E-01,6.047221E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.284848E+02,6.008027E-02,5.798509E+02,1.466988E+03,3.401679E-01,9.497507E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.396606E+03,7.179985E-02,5.658382E+02,1.880910E+03,2.232031E-01,6.043034E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.284848E+02,5.131508E-02,4.574637E+02,1.290184E+03
05:50:00,2.688177E-01,9.093023E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.838937E+03,9.471466E-02,7.498191E+02,2.493193E+03,3.545561E-01,9.772291E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.394033E+03,7.179985E-02,5.684115E+02,1.890001E+03,2.234226E-01,6.047227E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.269583E+02,6.953493E-02,7.133907E+02,1.647849E+03,3.401683E-01,9.497516E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.394033E+03,7.289395E-02,5.836895E+02,1.912702E+03,2.232034E-01,6.043040E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.269583E+02,5.212551E-02,4.703079E+02,1.311357E+03
06:00:00,2.688184E-01,9.093036E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.835542E+03,9.471466E-02,7.532137E+02,2.505203E+03,3.545566E-01,9.772300E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.391460E+03,7.179985E-02,5.709848E+02,1.899106E+03,2.234229E-01,6.047233E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.254318E+02,8.039857E-02,8.666063E+02,1.850672E+03,3.401688E-01,9.497525E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.391460E+03,7.742359E-02,6.495156E+02,2.014970E+03,2.232037E-01,6.043046E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.254318E+02,5.311444E-02,4.856458E+02,1.336136E+03
06:10:00,2.486359E-01,8.707544E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.823661E+03,1.746108E-01,1.852711E+03,4.153290E+03,3.432777E-01,9.556895E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.382453E+03,1.371785E-01,1.470026E+03,3.176445E+03,2.159038E-01,5.903629E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.200890E+02,1.422772E-01,1.701173E+03,2.859496E+03,3.288899E-01,9.282120E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.382453E+03,1.529693E-01,1.684982E+03,3.445344E+03,2.156846E-01,5.899443E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.200890E+02,9.954390E-02,1.119386E+03,2.180564E+03
06:20:00,2.284499E-01,8.321910E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.811780E+03,2.550080E-01,2.887179E+03,5.483404E+03,3.320001E-01,9.341476E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.373447E+03,2.037202E-01,2.325772E+03,4.236050E+03,2.083859E-01,5.760020E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.147462E+02,2.049721E-01,2.487473E+03,3.689130E+03,3.176124E-01,9.066702E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.373447E+03,2.220566E-01,2.567179E+03,4.501851E+03,2.081666E-01,5.755833E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.147462E+02,1.427562E-01,1.668157E+03,2.817789E+03
06:30:00,2.082593E-01,7.936202E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.799899E+03,3.283365E-01,3.758826E+03,6.431112E+03,3.207226E-01,9.126024E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.364440E+03,2.644855E-01,3.047689E+03,5.007293E+03,2.008682E-01,5.616391E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.094034E+02,2.630576E-01,3.158109E+03,4.327052E+03,3.063347E-01,8.851251E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.364440E+03,2.837714E-01,3.292906E+03,5.254792E+03,2.006490E-01,5.612204E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.094034E+02,1.818728E-01,2.125580E+03,3.284904E+03
06:40:00,1.880651E-01,7.550445E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.788018E+03,3.976785E-01,4.515321E+03,7.235481E+03,3.094438E-01,8.910525E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.355433E+03,3.221370E-01,3.676496E+03,5.670079E+03,1.933498E-01,5.472733E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.040606E+02,3.185802E-01,3.744838E+03,4.918633E+03,2.950557E-01,8.635754E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.355433E+03,3.410421E-01,3.908369E+03,5.895833E+03,1.931306E-01,5.468546E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,8.040606E+02,2.186920E-01,2.519474E+03,3.695190E+03
06:50:00,1.678676E-01,7.164652E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.776137E+03,4.638026E-01,5.171123E+03,7.955623E+03,2.981629E-01,8.694978E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.346427E+03,3.773809E-01,4.224748E+03,6.266741E+03,1.858300E-01,5.329044E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.987178E+02,3.719395E-01,4.255851E+03,5.463164E+03,2.837745E-01,8.420211E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.346427E+03,3.947726E-01,4.430250E+03,6.465023E+03,1.856108E-01,5.324857E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.987178E+02,2.537453E-01,2.859223E+03,4.067284E+03
07:00:00,1.476673E-01,6.778831E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.764256E+03,5.272142E-01,5.736327E+03,8.601672E+03,2.868797E-01,8.479386E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.337420E+03,4.306810E-01,4.700968E+03,6.803995E+03,1.783087E-01,5.185326E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.933750E+02,4.234274E-01,4.697354E+03,5.951328E+03,2.724911E-01,8.204623E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.337420E+03,4.459175E-01,4.874175E+03,6.972895E+03,1.780895E-01,5.181140E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.933750E+02,2.873947E-01,3.151328E+03,4.402617E+03
07:10:00,1.476474E-01,6.778410E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.735402E+03,4.988724E-01,5.402607E+03,8.243096E+03,2.868735E-01,8.479138E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.315547E+03,4.122998E-01,4.479744E+03,6.581510E+03,1.783052E-01,5.185170E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.803996E+02,4.227793E-01,4.663925E+03,5.945858E+03,2.724847E-01,8.204382E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.315547E+03,4.237644E-01,4.608874E+03,6.710660E+03,1.780860E-01,5.180984E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.803996E+02,2.746077E-01,2.995546E+03,4.254142E+03
07:20:00,1.476286E-01,6.778037E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.706548E+03,4.795796E-01,5.212960E+03,8.076926E+03,2.868638E-01,8.478848E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.293674E+03,3.989257E-01,4.349891E+03,6.477662E+03,1.782991E-01,5.184983E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.674242E+02,4.197994E-01,4.641577E+03,5.955597E+03,2.724748E-01,8.204098E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.293674E+03,4.060708E-01,4.430326E+03,6.558393E+03,1.780798E-01,5.180796E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.674242E+02,2.641950E-01,2.890437E+03,4.168472E+03
07:30:00,1.476120E-01,6.777710E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.677695E+03,4.658427E-01,5.087309E+03,8.002121E+03,2.868518E-01,8.478547E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.271801E+03,3.903163E-01,4.274923E+03,6.446715E+03,1.782912E-01,5.184785E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.544488E+02,4.194515E-01,4.650582E+03,6.002285E+03,2.724628E-01,8.203803E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.271801E+03,3.940041E-01,4.316442E+03,6.487915E+03,1.780720E-01,5.180598E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.544488E+02,2.571356E-01,2.823980E+03,4.130619E+03
07:40:00,1.475970E-01,6.777415E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.648841E+03,4.547733E-01,4.991671E+03,7.971751E+03,2.868393E-01,8.478258E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.249928E+03,3.840426E-01,4.226248E+03,6.451473E+03,1.782829E-01,5.184593E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.414734E+02,4.195224E-01,4.664381E+03,6.055962E+03,2.724504E-01,8.203519E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.249928E+03,3.851110E-01,4.238284E+03,6.462443E+03,1.780637E-01,5.180406E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.414734E+02,2.518272E-01,2.777244E+03,4.117125E+03
07:50:00,1.475833E-01,6.777146E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.619987E+03,4.457988E-01,4.919580E+03,7.974468E+03,2.868271E-01,8.477991E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.228055E+03,3.794354E-01,4.196308E+03,6.481006E+03,1.782748E-01,5.184415E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.284980E+02,4.197137E-01,4.679528E+03,6.112360E+03,2.724384E-01,8.203257E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.228055E+03,3.787136E-01,4.188194E+03,6.471418E+03,1.780555E-01,5.180229E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.284980E+02,2.478170E-01,2.745108E+03,4.121244E+03
08:00:00,1.475707E-01,6.776899E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.591133E+03,4.384987E-01,4.866302E+03,8.002722E+03,2.868158E-01,8.477751E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.206182E+03,3.760302E-01,4.179873E+03,6.528341E+03,1.782672E-01,5.184255E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.155226E+02,4.197744E-01,4.693190E+03,6.168074E+03,2.724272E-01,8.203019E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.206182E+03,3.740246E-01,4.157308E+03,6.504005E+03,1.780480E-01,5.180069E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.155226E+02,2.447877E-01,2.723998E+03,4.138619E+03
08:10:00,1.475592E-01,6.776675E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.558885E+03,4.324946E-01,4.830987E+03,8.041406E+03,2.868055E-01,8.477537E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.181735E+03,3.734428E-01,4.175203E+03,6.581131E+03,1.782603E-01,5.184113E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.010207E+02,4.195491E-01,4.705153E+03,6.217065E+03,2.724169E-01,8.202807E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.181735E+03,3.704550E-01,4.141585E+03,6.545419E+03,1.780410E-01,5.179926E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,7.010207E+02,2.424757E-01,2.712481E+03,4.161659E+03
08:20:00,1.475488E-01,6.776471E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.526636E+03,4.275238E-01,4.807297E+03,8.020178E+03,2.867962E-01,8.477349E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.157289E+03,3.714530E-01,4.177257E+03,6.586070E+03,1.782541E-01,5.183987E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.865188E+02,4.190078E-01,4.713559E+03,6.228786E+03,2.724077E-01,8.202619E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.157289E+03,3.677203E-01,4.135254E+03,6.541675E+03,1.780348E-01,5.179801E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.865188E+02,2.407159E-01,2.707177E+03,4.158322E+03
08:30:00,1.475392E-01,6.776284E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.494388E+03,4.233566E-01,4.792649E+03,8.006997E+03,2.867880E-01,8.477183E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.132843E+03,3.699154E-01,4.184398E+03,6.595268E+03,1.782485E-01,5.183876E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.720169E+02,4.180300E-01,4.717054E+03,6.233961E+03,2.723994E-01,8.202453E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.132843E+03,3.656227E-01,4.136093E+03,6.544330E+03,1.780293E-01,5.179690E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.720169E+02,2.393887E-01,2.706742E+03,4.159147E+03
08:40:00,1.475305E-01,6.776115E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.462139E+03,4.198107E-01,4.784991E+03,7.999981E+03,2.867806E-01,8.477037E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.108396E+03,3.686560E-01,4.194670E+03,6.606774E+03,1.782436E-01,5.183779E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.575150E+02,4.166560E-01,4.716091E+03,6.233916E+03,2.723921E-01,8.202307E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.108396E+03,3.639084E-01,4.141245E+03,6.550534E+03,1.780244E-01,5.179593E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.575150E+02,2.383302E-01,2.709329E+03,4.162402E+03
08:50:00,1.475226E-01,6.775961E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.429891E+03,4.167475E-01,4.782765E+03,7.997912E+03,2.867741E-01,8.476909E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.083950E+03,3.677445E-01,4.208856E+03,6.621767E+03,1.782392E-01,5.183694E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.430131E+02,4.147198E-01,4.708802E+03,6.227113E+03,2.723855E-01,8.202177E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.083950E+03,3.625326E-01,4.150207E+03,6.560163E+03,1.780200E-01,5.179507E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.430131E+02,2.375126E-01,2.714629E+03,4.168086E+03
09:00:00,1.475154E-01,6.775821E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.397643E+03,4.140635E-01,4.784808E+03,7.999831E+03,2.867683E-01,8.476796E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.059504E+03,3.672132E-01,4.227322E+03,6.640844E+03,1.782354E-01,5.183619E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.285111E+02,4.117364E-01,4.689729E+03,6.208297E+03,2.723796E-01,8.202063E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.059504E+03,3.614483E-01,4.162448E+03,6.572901E+03,1.780161E-01,5.179432E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.285111E+02,2.369063E-01,2.722306E+03,4.176033E+03
09:10:00,1.475088E-01,6.775693E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.368789E+03,4.116613E-01,4.786626E+03,8.001261E+03,2.867631E-01,8.476695E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.037630E+03,3.671169E-01,4.248110E+03,6.662165E+03,1.782319E-01,5.183552E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.155358E+02,4.072656E-01,4.652393E+03,6.171341E+03,2.723744E-01,8.201961E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.037630E+03,3.606408E-01,4.175233E+03,6.586054E+03,1.780127E-01,5.179366E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.155358E+02,2.365065E-01,2.730781E+03,4.184707E+03
09:20:00,1.475028E-01,6.775576E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.339935E+03,4.094801E-01,4.790933E+03,8.005095E+03,2.867585E-01,8.476606E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.015757E+03,3.675449E-01,4.274798E+03,6.689487E+03,1.782289E-01,5.183493E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.025604E+02,4.014503E-01,4.599928E+03,6.119315E+03,2.723697E-01,8.201871E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.015757E+03,3.600030E-01,4.189928E+03,6.601012E+03,1.780096E-01,5.179306E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.025604E+02,2.362462E-01,2.740826E+03,4.194897E+03
09:30:00,1.474973E-01,6.775469E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.311081E+03,4.074751E-01,4.797223E+03,8.010868E+03,2.867543E-01,8.476526E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.938843E+02,3.687032E-01,4.309704E+03,6.725302E+03,1.782261E-01,5.183440E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.895850E+02,3.943463E-01,4.532961E+03,6.052148E+03,2.723656E-01,8.201790E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.938843E+02,3.594817E-01,4.205934E+03,6.617293E+03,1.780069E-01,5.179254E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.895850E+02,2.360911E-01,2.752056E+03,4.206300E+03
09:40:00,1.474922E-01,6.775371E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.282227E+03,4.056131E-01,4.805123E+03,8.018233E+03,2.867506E-01,8.476454E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.720112E+02,3.706053E-01,4.352981E+03,6.769671E+03,1.782237E-01,5.183392E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.766096E+02,3.859693E-01,4.451668E+03,5.969737E+03,2.723618E-01,8.201717E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.720112E+02,3.590473E-01,4.222919E+03,6.634598E+03,1.780044E-01,5.179206E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.766096E+02,2.360208E-01,2.764240E+03,4.218710E+03
09:50:00,1.474875E-01,6.775280E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.253373E+03,4.038693E-01,4.814353E+03,8.026915E+03,2.867472E-01,8.476389E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.501382E+02,3.732085E-01,4.404148E+03,6.822188E+03,1.782214E-01,5.183350E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.636342E+02,3.763623E-01,4.356535E+03,5.872480E+03,2.723583E-01,8.201651E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.501382E+02,3.586786E-01,4.240642E+03,6.652669E+03,1.780022E-01,5.179163E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.636342E+02,2.360188E-01,2.777193E+03,4.231933E+03
10:00:00,1.474832E-01,6.775197E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.224520E+03,4.022249E-01,4.824702E+03,8.036710E+03,2.867441E-01,8.476329E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.282651E+02,3.764933E-01,4.462985E+03,6.882799E+03,1.782194E-01,5.183311E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.506588E+02,3.659917E-01,4.252807E+03,5.766043E+03,2.723552E-01,8.201591E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.282651E+02,3.583634E-01,4.258968E+03,6.671357E+03,1.780002E-01,5.179124E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.506588E+02,2.360725E-01,2.790772E+03,4.245814E+03
